_lat,_lon
40.7257988165,-73.9815296955
40.7258132483,-73.9815402802
40.7258279049,-73.9815507909
40.7258420971,-73.9815623076
40.7258548532,-73.9815755125
40.7258688463,-73.9815886723
40.7258850444,-73.9816004196
40.7259010994,-73.9816093992
40.7259151128,-73.9816155228
40.7259255514,-73.9816204947
40.7259327498,-73.9816248678
40.7259390948,-73.9816298325
40.7259459385,-73.9816351295
40.7259532377,-73.9816429752
40.7259610521,-73.9816551347
40.7259662616,-73.9816692078
40.7259684319,-73.9816849845
40.7259669889,-73.9817027072
40.7259621025,-73.9817202323
40.7259557282,-73.9817378534
40.7259494153,-73.9817555789
40.7259424704,-73.981781411
40.7259407393,-73.9817920822
40.7259416017,-73.9818035217
40.7259432255,-73.9818155037
40.7259456255,-73.9818282515
40.7259476638,-73.9818405094
40.725949852,-73.9818538705
40.7259523014,-73.9818689212
40.7259546454,-73.9818838075
40.7259569677,-73.9818970933
40.7259590688,-73.9819087663
40.7259620604,-73.981921099
40.7259671691,-73.9819367298
40.7259736218,-73.9819536518
40.7259808838,-73.9819704045
40.7259883797,-73.9819870509
40.7259955181,-73.9820041695
40.7260025509,-73.9820204505
40.7260094182,-73.9820360431
40.7260167311,-73.9820515131
40.7260240195,-73.9820654643
40.7260309069,-73.9820776247
40.7260370656,-73.9820885196
40.7260431465,-73.9821003906
40.7260496317,-73.9821143518
40.7260560577,-73.9821282458
40.7260631926,-73.9821403507
40.726071749,-73.9821521691
40.726080058,-73.9821628821
40.7260878659,-73.98217338
40.7260956005,-73.9821857668
40.7261038163,-73.9822013509
40.726113974,-73.9822203558
40.7261229295,-73.9822378578
40.7261321623,-73.982253396
40.7261423099,-73.9822689862
40.7261516798,-73.9822843621
40.7261591758,-73.9822999876
40.7261646043,-73.9823159508
40.7261679426,-73.9823300334
40.7261702818,-73.9823427612
40.7261726087,-73.9823549534
40.7261730211,-73.9823689968
40.7261710282,-73.9823858373
40.7261665445,-73.9824047545
40.7261603796,-73.9824249227
40.7261545728,-73.982442316
40.7261497328,-73.9824580475
40.7261462208,-73.9824743207
40.7261439023,-73.9824902224
40.7261425355,-73.982505244
40.7261409853,-73.9825196943
40.7261389667,-73.9825344245
40.7261369211,-73.9825493805
40.7261346205,-73.9825651801
40.7261316504,-73.9825806476
40.7261274161,-73.9825956188
40.7261218224,-73.9826102459
40.7261154393,-73.9826259525
40.726108517,-73.982644253
40.7261012502,-73.982663823
40.7260954624,-73.9826821417
40.7260919457,-73.9826993179
40.7260890232,-73.9827153263
40.7260861641,-73.9827307449
40.7260835298,-73.9827454558
40.7260813171,-73.9827589032
40.7260803394,-73.9827723365
40.7260804663,-73.9827854764
40.7260808814,-73.9827984626
40.7260812037,-73.9828108142
40.7260811935,-73.9828214985
40.726080254,-73.9828309104
40.7260794475,-73.9828386498
40.7260790111,-73.9828445053
40.7260798257,-73.9828519681
40.7260814058,-73.9828635944
40.7260840509,-73.9828787378
40.7260886379,-73.9828948342
40.7260951562,-73.9829107616
40.7261020415,-73.9829248851
40.7261094301,-73.9829376493
40.7261174776,-73.9829502969
40.7261235628,-73.9829613261
40.7261273719,-73.9829730581
40.7261285349,-73.982986749
40.7261289094,-73.9830016241
40.7261293823,-73.9830178982
40.726130526,-73.9830353979
40.7261321748,-73.9830536828
40.7261335625,-73.9830732
40.7261350333,-73.9830904189
40.7261362235,-73.9831069032
40.72613756,-73.983124123
40.7261385356,-73.9831431672
40.7261400024,-73.983161182
40.7261417504,-73.9831783923
40.726144577,-73.9831962816
40.7261483101,-73.9832138491
40.7261518351,-73.9832304912
40.7261544619,-73.9832478359
40.7261555273,-73.9832669631
40.7261551785,-73.9832869918
40.7261542158,-73.9833058981
40.7261527892,-73.9833226361
40.726151524,-73.9833371336
40.7261512035,-73.9833498932
40.7261520467,-73.9833627577
40.7261539184,-73.9833769072
40.7261547072,-73.9833909887
40.7261548019,-73.9834291207
40.7261513318,-73.9834249264
40.7261482751,-73.9834268153
40.7261350772,-73.9834432941
40.726132726,-73.9834467462
40.7261311868,-73.9834531183
40.7261308402,-73.9834640734
40.7261317165,-73.9834776289
40.7261331838,-73.983492845
40.7261354627,-73.9835091205
40.7261391789,-73.9835259159
40.7261445561,-73.9835434533
40.7261510199,-73.9835589908
40.72615771,-73.9835721198
40.7261642335,-73.9835832126
40.7261706458,-73.9835937407
40.7261764428,-73.9836042214
40.7261824412,-73.9836153227
40.7261887622,-73.9836264603
40.7261961928,-73.9836345073
40.7262070861,-73.9836397293
40.7262182007,-73.9836441857
40.7262274309,-73.9836507542
40.7262338642,-73.9836612174
40.7262362379,-73.9836747
40.726235341,-73.9836865182
40.7262330088,-73.9836956974
40.7262310068,-73.9837037752
40.7262320581,-73.9837134952
40.7262365359,-73.983727994
40.7262422293,-73.9837458865
40.7262463224,-73.9837655565
40.7262487465,-73.9837836136
40.7262511517,-73.9838012546
40.7262529414,-73.983820193
40.726253957,-73.983839969
40.7262524298,-73.983858573
40.7262476515,-73.9838736086
40.7262417825,-73.9838866761
40.7262370187,-73.9838996197
40.7262348038,-73.9839141249
40.7262342087,-73.9839294829
40.7262324373,-73.983945297
40.7262277014,-73.9839617721
40.7262218265,-73.9839765639
40.726216856,-73.9839911961
40.7262149197,-73.9840066473
40.7262162256,-73.9840231015
40.7262193415,-73.9840410821
40.7262220048,-73.9840575877
40.7262232028,-73.9840721587
40.7262237643,-73.9840872089
40.7262259677,-73.9841033979
40.7262305711,-73.9841207703
40.7262363002,-73.9841348019
40.7262427351,-73.9841458564
40.7262503703,-73.9841577588
40.726259005,-73.9841780592
40.7262605667,-73.9841845338
40.7262618087,-73.9841935021
40.7262631144,-73.9842037131
40.726265005,-73.9842179705
40.7262665368,-73.9842377088
40.7262644409,-73.9842632414
40.7262604843,-73.9842903681
40.7262558093,-73.9843139329
40.7262513133,-73.9843342187
40.7262464386,-73.9843534479
40.7262408154,-73.984371975
40.7262378112,-73.9843916638
40.726235836,-73.9844098838
40.7262373055,-73.9844244687
40.7262443675,-73.9844328638
40.7262528951,-73.9844345957
40.7262617314,-73.9844298501
40.7262697425,-73.9844210464
40.7262763574,-73.9844104601
40.7262816636,-73.9843998372
40.7263327993,-73.9844148815
40.7263356278,-73.9844322329
40.7263401263,-73.9844471113
40.7263429224,-73.9844630684
40.7263451108,-73.9844824278
40.72634889,-73.9845055214
40.7263551362,-73.9845304667
40.7263634203,-73.9845545234
40.726372846,-73.9845785476
40.7263818078,-73.9846002813
40.7263893536,-73.9846209355
40.7263963329,-73.9846420043
40.7264010512,-73.984663401
40.7264048417,-73.9846856139
40.7264080105,-73.9847077133
40.7264105973,-73.9847278163
40.7264144039,-73.9847491402
40.7264193878,-73.9847720578
40.7264249454,-73.9847905179
40.726430559,-73.9848055104
40.7264365232,-73.9848209805
40.7264426477,-73.9848371291
40.7264505566,-73.9848516111
40.7264601367,-73.984865123
40.726471036,-73.9848783574
40.7264817921,-73.984891876
40.7264917669,-73.9849050653
40.726500516,-73.9849183066
40.7265088968,-73.9849312898
40.7265174282,-73.9849435784
40.7265274689,-73.9849531695
40.7265392313,-73.9849617036
40.7265516924,-73.9849704941
40.7265619412,-73.9849797983
40.7265684839,-73.9849893686
40.7265715637,-73.984998494
40.7265712529,-73.9850057262
40.7265712533,-73.9850123482
40.7265721423,-73.9850213007
40.726573796,-73.9850316464
40.7265750469,-73.9850424796
40.7265770206,-73.9850560739
40.7265792767,-73.9850710377
40.7265817431,-73.9850867944
40.7265838065,-73.9851057279
40.7265847729,-73.9851275926
40.7265886385,-73.985150139
40.7265962954,-73.985170588
40.7266063848,-73.9851879411
40.7266171539,-73.9852015646
40.7266270075,-73.9852117219
40.7266373455,-73.9852208126
40.7266480046,-73.9852293319
40.7266584007,-73.9852393208
40.7266691418,-73.9852509981
40.7266802202,-73.985264503
40.726691227,-73.9852795013
40.7267025091,-73.985296732
40.7267145271,-73.9853164553
40.7267259567,-73.9853372451
40.726735764,-73.9853576153
40.7267430002,-73.9853769313
40.7267471145,-73.9853952059
40.726750846,-73.9854135516
40.7267548217,-73.9854323935
40.7267604296,-73.9854512917
40.726768919,-73.9854717017
40.7267792732,-73.9854930495
40.7267903087,-73.9855146733
40.7268018848,-73.9855351272
40.726812362,-73.9855554564
40.7268219662,-73.9855761346
40.7268312656,-73.9855970509
40.7268402794,-73.9856168993
40.7268495803,-73.9856353829
40.7268602782,-73.9856529206
40.7268712317,-73.9856689962
40.7268819556,-73.9856831784
40.7268928395,-73.9856964499
40.7269032876,-73.9857103277
40.7269131264,-73.9857257819
40.7269240827,-73.9857409269
40.7269361384,-73.9857554172
40.7269489784,-73.9857680985
40.7269644073,-73.9857776363
40.726981121,-73.9857855344
40.7269978616,-73.9857913198
40.7270137601,-73.9857934702
40.7270281877,-73.9857935589
40.7270413781,-73.9857923568
40.7270538814,-73.985790672
40.7270642457,-73.9857904364
40.7270721935,-73.9857945304
40.7270770232,-73.9858047139
40.727078483,-73.9858176325
40.7270781009,-73.9858304859
40.727077585,-73.985844196
40.7270784135,-73.985859507
40.7270813067,-73.9858758754
40.7270862788,-73.9858920704
40.7270937126,-73.9859065377
40.7271023781,-73.9859198592
40.7271108155,-73.985931588
40.7271186421,-73.9859411567
40.7271273169,-73.985951641
40.7271363075,-73.9859642586
40.7271448219,-73.9859786647
40.7271523649,-73.9859944609
40.72715866,-73.986010128
40.7271648666,-73.9860251141
40.7271705391,-73.9860393294
40.7271763467,-73.9860527711
40.7271824146,-73.9860655251
40.7271888652,-73.986076835
40.7271944235,-73.9860857165
40.7271981905,-73.986092272
40.7272003197,-73.9860990013
40.7272004836,-73.9861097817
40.727198867,-73.9861239237
40.7271972642,-73.9861379252
40.7271964694,-73.9861520327
40.7271972882,-73.9861663154
40.7271996237,-73.9861781839
40.727204222,-73.9861894811
40.7272113872,-73.9861999096
40.7272189183,-73.9862091568
40.7272258553,-73.9862184471
40.7272319916,-73.9862269943
40.7272370421,-73.9862354785
40.7272428616,-73.9862456332
40.727248986,-73.986256077
40.7272525059,-73.9862643471
40.727254368,-73.986272346
40.727257173,-73.9862844044
40.7272614229,-73.986301507
40.7272669326,-73.9863211281
40.7272730652,-73.9863429943
40.7272793501,-73.9863661233
40.7272856978,-73.9863892277
40.7272913339,-73.9864108167
40.7272963688,-73.9864306438
40.7273007637,-73.9864484317
40.7273060589,-73.9864651514
40.7273125265,-73.9864807935
40.727318538,-73.9864952927
40.7273233672,-73.9865090654
40.7273264309,-73.986522615
40.7273276525,-73.9865355505
40.7273278807,-73.9865469261
40.7273301009,-73.9865560481
40.7273361634,-73.9865625217
40.7273450971,-73.9865659358
40.7273541259,-73.9865708468
40.7273615956,-73.9865787922
40.7273650572,-73.9865896522
40.7273668358,-73.9866047722
40.7273685506,-73.9866242557
40.7273710906,-73.9866455055
40.727374049,-73.9866660904
40.7273798836,-73.9866855462
40.727388487,-73.9867030441
40.7273976828,-73.9867181358
40.727405939,-73.9867308017
40.7274147629,-73.9867428411
40.7274245557,-73.9867535901
40.7274362182,-73.9867634596
40.7274496007,-73.9867744855
40.7274631881,-73.986786318
40.7274770988,-73.9867993435
40.7274882429,-73.9868119899
40.727495334,-73.9868259902
40.7274987447,-73.9868404205
40.727499112,-73.9868523209
40.727497634,-73.9868615593
40.7274996779,-73.9868715416
40.7275050091,-73.9868830555
40.727512637,-73.9868944163
40.7275211748,-73.9869066771
40.7275293627,-73.9869203277
40.7275367423,-73.9869345694
40.727544982,-73.986951147
40.7275527645,-73.9869673322
40.7275602068,-73.9869797513
40.7275690069,-73.9869902401
40.72757906,-73.9869994565
40.7275880265,-73.9870113966
40.7275947643,-73.9870263135
40.7276010162,-73.9870454208
40.727607221,-73.9870679164
40.7276137405,-73.9870918378
40.7276201952,-73.9871149908
40.7276263131,-73.9871364695
40.7276323263,-73.9871564674
40.7276384029,-73.9871757785
40.7276450792,-73.9871949164
40.7276513363,-73.9872137355
40.7276573518,-73.987232294
40.7276645052,-73.9872488553
40.7276732274,-73.9872621859
40.7276835339,-73.9872735424
40.727692905,-73.9872860494
40.7277006154,-73.9872991685
40.7277071813,-73.9873137794
40.7277127288,-73.9873304599
40.7277178745,-73.9873478585
40.727722442,-73.9873644692
40.7277265433,-73.987380224
40.7277287595,-73.987395508
40.727729285,-73.987410395
40.7277296923,-73.9874229322
40.727730957,-73.9874318291
40.7277338244,-73.9874375927
40.7277380396,-73.9874421196
40.7277423237,-73.9874486064
40.727746572,-73.9874579997
40.7277513596,-73.9874716253
40.7277562709,-73.9874878355
40.7277606435,-73.9875038556
40.7277648209,-73.9875201481
40.7277692191,-73.9875349329
40.7277738927,-73.9875496986
